Age,Gender,Location,Income Level,Occupation,Transaction History,Product Usage,Online Activity,Offline Activity,Interaction History,Lifestyle,Financial Goals,Interests,Email Open Rate,Click Through Rate,App Usage,Social Media Interactions,Product Preference
45,Male,Delhi,Medium,Software Engineer,Rare,Credit Card,Low,Low,Frequent,Suburban,Saving,Finance,0.2213372080781394,0.3492205547726448,Daily,Inactive,Credit Card
19,Male,Mumbai,Low,Executive,Frequent,Credit Card,Low,Medium,Frequent,Suburban,Investing,Travel,0.6646561990889387,0.6517746365451166,Daily,Inactive,Credit Card
59,Female,Delhi,Low,Student,Rare,Loan,Low,Low,Rare,Urban,Saving,Tech,0.4523814795411427,0.9579372165467692,Weekly,Active,Loan
62,Male,Delhi,Low,Manager,Occasional,Credit Card,Low,Medium,Rare,Urban,Saving,Finance,0.2523000808384197,0.49080269442513547,Daily,Active,Credit Card
23,Male,Gujarat,High,Analyst,Occasional,Loan,High,High,Rare,Suburban,Saving,Sports,0.038433143490149035,0.7860507592749802,Weekly,Inactive,Loan
45,Female,Delhi,Medium,Manager,Rare,Loan,High,High,Rare,Suburban,Luxury Vacation,Travel,0.8897044517885121,0.24759656357298965,Weekly,Inactive,Loan
45,Female,Hyderabad,Low,Analyst,Rare,Credit Card,High,Low,Occasional,Rural,Investing,Sports,0.7967343520450476,0.7619505935074813,Daily,Inactive,Credit Card
61,Female,Hyderabad,Low,Manager,Occasional,Credit Card,Low,Medium,Frequent,Rural,Saving,Tech,0.8290060576393794,0.6489059545019943,Weekly,Active,Credit Card
61,Male,Hyderabad,Medium,Student,Frequent,Credit Card,Medium,Medium,Occasional,Suburban,Luxury Vacation,Tech,0.43983973093138884,0.6396977799283038,Daily,Active,Credit Card
37,Male,Gujarat,High,Student,Rare,Credit Card,High,High,Frequent,Urban,Investing,Travel,0.7532553919534275,0.8930353404422275,Daily,Inactive,Credit Card
47,Female,Mumbai,High,Executive,Frequent,Loan,Low,High,Frequent,Rural,Saving,Sports,0.5812252638799956,0.2333502549522517,Daily,Inactive,Loan
28,Male,Jaipur,Low,Manager,Frequent,Credit Card,Low,Low,Occasional,Rural,Luxury Vacation,Tech,0.37477529641349305,0.3684501170909421,Monthly,Active,Credit Card
45,Female,Delhi,Low,Manager,Occasional,Credit Card,Low,High,Occasional,Suburban,Investing,Travel,0.84274208812218,0.08306745701098572,Weekly,Inactive,Credit Card
42,Female,Jaipur,Medium,Executive,Occasional,Credit Card,Low,High,Frequent,Urban,Saving,Travel,0.9987575480444183,0.7261199767692121,Weekly,Active,Credit Card
56,Male,Mumbai,Low,Executive,Occasional,Loan,Low,Medium,Rare,Urban,Saving,Travel,0.8992823072743599,0.8438672852996117,Daily,Active,Loan
50,Female,Mumbai,Medium,Student,Frequent,Loan,Low,Medium,Rare,Suburban,Luxury Vacation,Tech,0.7761919716863057,0.40583350363180304,Weekly,Inactive,Loan
18,Female,Gujarat,Low,Student,Occasional,Loan,High,Medium,Frequent,Urban,Saving,Tech,0.7475079721923769,0.3568268184682595,Daily,Active,Loan
44,Female,Hyderabad,Low,Software Engineer,Occasional,Credit Card,Medium,High,Occasional,Suburban,Luxury Vacation,Travel,0.6502488430168548,0.6586518558565275,Weekly,Active,Credit Card
30,Male,Hyderabad,Low,Manager,Frequent,Credit Card,High,Low,Occasional,Urban,Luxury Vacation,Finance,0.8536174968395771,0.07559046078933696,Weekly,Inactive,Credit Card
58,Female,Mumbai,High,Student,Frequent,Credit Card,High,Low,Frequent,Suburban,Luxury Vacation,Travel,0.493081247824666,0.29384189613631373,Daily,Active,Credit Card
20,Female,Gujarat,Medium,Student,Frequent,Loan,Low,High,Occasional,Urban,Investing,Travel,0.181729510197993,0.36621279853518374,Daily,Active,Loan
56,Female,Gujarat,Medium,Manager,Frequent,Credit Card,High,Low,Frequent,Suburban,Luxury Vacation,Travel,0.7680497242692065,0.518590284030752,Daily,Inactive,Credit Card
23,Female,Delhi,High,Executive,Rare,Credit Card,Medium,High,Frequent,Suburban,Investing,Finance,0.9195063741758853,0.47656921946900943,Weekly,Active,Credit Card
25,Female,Hyderabad,High,Manager,Occasional,Loan,Medium,Low,Frequent,Urban,Saving,Sports,0.34135229193049954,0.20868042277462684,Monthly,Active,Loan
44,Female,Mumbai,High,Engineer,Rare,Credit Card,Low,High,Occasional,Suburban,Investing,Tech,0.7829832979571356,0.5407878738633325,Monthly,Active,Credit Card
26,Female,Jaipur,Medium,Manager,Frequent,Credit Card,Medium,Medium,Rare,Rural,Luxury Vacation,Tech,0.2737227030824141,0.9258686908867697,Weekly,Inactive,Credit Card
54,Male,Hyderabad,Low,Engineer,Frequent,Credit Card,Low,Low,Frequent,Urban,Saving,Sports,0.942600273358682,0.02708789029712988,Weekly,Active,Credit Card
50,Male,Delhi,High,Manager,Frequent,Credit Card,Medium,Medium,Occasional,Suburban,Luxury Vacation,Travel,0.6834609920137866,0.6803065724046725,Daily,Inactive,Credit Card
59,Female,Gujarat,High,Engineer,Frequent,Loan,Medium,Medium,Rare,Urban,Luxury Vacation,Travel,0.5692759871823971,0.6247090272623088,Daily,Active,Loan
61,Male,Mumbai,High,Engineer,Frequent,Loan,High,Low,Frequent,Urban,Saving,Tech,0.779870157903575,0.9244269547116623,Daily,Inactive,Loan
41,Male,Hyderabad,Low,Manager,Occasional,Loan,Medium,High,Rare,Suburban,Luxury Vacation,Travel,0.8132311705575417,0.6453449404070818,Weekly,Inactive,Loan
32,Female,Jaipur,Low,Software Engineer,Rare,Credit Card,Low,Medium,Occasional,Rural,Investing,Sports,0.8923698982253471,0.6248427124810434,Daily,Active,Credit Card
49,Male,Delhi,High,Student,Rare,Credit Card,Medium,Medium,Rare,Urban,Saving,Tech,0.9011195328474305,0.7698056600982401,Daily,Inactive,Credit Card
49,Female,Delhi,Low,Analyst,Occasional,Loan,Medium,High,Rare,Rural,Saving,Finance,0.05269082555354654,0.26780594881966024,Weekly,Active,Loan
41,Female,Hyderabad,High,Student,Occasional,Credit Card,High,High,Occasional,Rural,Saving,Travel,0.12290760801279543,0.5957322624322371,Monthly,Active,Credit Card
58,Female,Jaipur,Low,Engineer,Occasional,Loan,Low,Low,Frequent,Suburban,Luxury Vacation,Sports,0.8260608781872083,0.5194211093618459,Daily,Inactive,Loan
29,Female,Delhi,Medium,Manager,Rare,Loan,Low,Low,Occasional,Suburban,Luxury Vacation,Tech,0.9460516533801783,0.4384725066549735,Monthly,Active,Loan
56,Female,Mumbai,Medium,Manager,Rare,Credit Card,Low,High,Occasional,Urban,Saving,Tech,0.30767184812394055,0.07948716736946082,Daily,Inactive,Credit Card
19,Male,Delhi,Low,Manager,Frequent,Loan,High,Medium,Frequent,Suburban,Investing,Finance,0.008601818432715347,0.29262885801284133,Daily,Active,Loan
20,Female,Jaipur,Medium,Manager,Rare,Loan,Medium,High,Frequent,Urban,Luxury Vacation,Travel,0.32270518903519796,0.27998171399016947,Daily,Inactive,Loan
54,Male,Gujarat,Medium,Software Engineer,Rare,Loan,Low,Low,Occasional,Urban,Luxury Vacation,Finance,0.38286413597257163,0.724250957164001,Weekly,Inactive,Loan
34,Female,Gujarat,Medium,Analyst,Occasional,Loan,Medium,Medium,Frequent,Rural,Luxury Vacation,Sports,0.7610333647234023,0.9206561352104349,Weekly,Active,Loan
19,Female,Hyderabad,High,Executive,Rare,Loan,Medium,Medium,Frequent,Suburban,Investing,Tech,0.04758466563783914,0.2307872228768486,Daily,Active,Loan
19,Female,Jaipur,Low,Engineer,Frequent,Loan,Medium,Low,Occasional,Suburban,Luxury Vacation,Tech,0.21264023609266025,0.0746239388913259,Daily,Active,Loan
45,Male,Delhi,Low,Analyst,Rare,Credit Card,High,Medium,Occasional,Urban,Luxury Vacation,Finance,0.8939685861946396,0.9999569543687702,Weekly,Active,Credit Card
40,Female,Delhi,Low,Student,Occasional,Loan,Medium,High,Occasional,Rural,Investing,Finance,0.15482040945143405,0.6912053301340548,Weekly,Inactive,Loan
54,Female,Gujarat,Medium,Executive,Occasional,Loan,High,Low,Occasional,Suburban,Investing,Finance,0.7592476519683428,0.8864708469902575,Monthly,Active,Loan
49,Female,Gujarat,High,Executive,Frequent,Credit Card,High,Medium,Rare,Rural,Luxury Vacation,Travel,0.36131041557907584,0.14387941586379627,Weekly,Inactive,Credit Card
50,Female,Mumbai,Low,Manager,Frequent,Credit Card,High,Low,Rare,Rural,Saving,Tech,0.6626602149213862,0.8007680411173688,Daily,Inactive,Credit Card
18,Male,Gujarat,Medium,Analyst,Rare,Loan,Low,Medium,Frequent,Urban,Saving,Travel,0.07384650330299192,0.8133237459881002,Weekly,Active,Loan
36,Female,Mumbai,High,Student,Frequent,Credit Card,High,High,Rare,Suburban,Investing,Sports,0.2865579450860434,0.15148892599060915,Monthly,Active,Credit Card
19,Male,Delhi,High,Manager,Frequent,Credit Card,Low,Low,Rare,Suburban,Luxury Vacation,Travel,0.42478973749672,0.16140418009409574,Monthly,Inactive,Credit Card
61,Female,Mumbai,Low,Manager,Occasional,Loan,High,Medium,Rare,Suburban,Investing,Finance,0.8572126260777889,0.29545121612180103,Daily,Inactive,Loan
43,Male,Mumbai,Low,Software Engineer,Occasional,Credit Card,High,High,Frequent,Rural,Investing,Sports,0.5634958576461176,0.21678744763573976,Weekly,Active,Credit Card
49,Male,Hyderabad,Medium,Engineer,Rare,Loan,High,High,Rare,Suburban,Saving,Sports,0.04522529307768919,0.9754099080565939,Monthly,Active,Loan
23,Female,Gujarat,Low,Executive,Rare,Loan,High,High,Occasional,Urban,Investing,Travel,0.8018665733261261,0.36294383363643445,Monthly,Inactive,Loan
49,Female,Mumbai,Medium,Student,Rare,Loan,Medium,Medium,Occasional,Rural,Investing,Travel,0.054521488951482566,0.7613064117672069,Monthly,Active,Loan
21,Male,Delhi,High,Executive,Rare,Loan,Medium,Medium,Frequent,Suburban,Luxury Vacation,Finance,0.9343665639919007,0.8050508034826726,Daily,Inactive,Loan
28,Female,Jaipur,High,Analyst,Occasional,Credit Card,High,High,Frequent,Rural,Luxury Vacation,Finance,0.21171744604038956,0.38594088715467456,Monthly,Inactive,Credit Card
34,Female,Mumbai,High,Engineer,Rare,Loan,Medium,High,Frequent,Rural,Investing,Sports,0.48792614465705475,0.6825855542823355,Weekly,Inactive,Loan
55,Female,Gujarat,High,Manager,Rare,Credit Card,Low,High,Rare,Rural,Investing,Finance,0.07228096876630907,0.10780014089572709,Daily,Active,Credit Card
41,Male,Hyderabad,Low,Engineer,Frequent,Credit Card,Medium,High,Frequent,Urban,Luxury Vacation,Tech,0.5617123862977665,0.396962051481936,Weekly,Inactive,Credit Card
22,Female,Delhi,Low,Manager,Rare,Loan,Medium,High,Frequent,Suburban,Saving,Tech,0.4972287007284817,0.9673106600948999,Weekly,Active,Loan
51,Female,Hyderabad,Medium,Engineer,Frequent,Loan,Medium,Medium,Frequent,Suburban,Luxury Vacation,Sports,0.41024853488134294,0.16853065391360367,Monthly,Active,Loan
23,Female,Jaipur,Medium,Manager,Occasional,Credit Card,High,Low,Occasional,Rural,Luxury Vacation,Travel,0.03557291703403975,0.3857113047006313,Daily,Inactive,Credit Card
39,Male,Mumbai,Medium,Executive,Rare,Loan,Low,Low,Frequent,Suburban,Luxury Vacation,Travel,0.878936378651503,0.7905215098920325,Daily,Inactive,Loan
28,Female,Mumbai,Medium,Executive,Frequent,Loan,High,Low,Occasional,Rural,Luxury Vacation,Tech,0.8026365988128625,0.6654232549104602,Weekly,Active,Loan
33,Male,Gujarat,Medium,Executive,Rare,Loan,Low,Medium,Occasional,Rural,Luxury Vacation,Travel,0.6330300203289908,0.6315186015743985,Daily,Active,Loan
50,Female,Mumbai,High,Executive,Frequent,Credit Card,High,Low,Frequent,Rural,Saving,Finance,0.5722299826339304,0.8532574593424224,Daily,Active,Credit Card
26,Male,Delhi,High,Engineer,Rare,Credit Card,Medium,Low,Frequent,Urban,Luxury Vacation,Tech,0.6949464313698313,0.029093843023697552,Daily,Active,Credit Card
23,Female,Jaipur,High,Manager,Occasional,Credit Card,Low,Low,Rare,Suburban,Luxury Vacation,Sports,0.14399001591436722,0.7711643681819922,Daily,Inactive,Credit Card
33,Female,Hyderabad,Medium,Executive,Occasional,Credit Card,Medium,Low,Frequent,Rural,Saving,Travel,0.932644246316484,0.8825490392158183,Monthly,Active,Credit Card
46,Male,Jaipur,High,Engineer,Frequent,Loan,Low,High,Frequent,Suburban,Investing,Sports,0.28467329150464094,0.016174477496196826,Weekly,Active,Loan
20,Male,Mumbai,High,Manager,Frequent,Loan,Low,Medium,Frequent,Urban,Saving,Sports,0.6564902724430023,0.5589629511073055,Weekly,Active,Loan
37,Male,Hyderabad,High,Engineer,Occasional,Credit Card,High,Low,Frequent,Urban,Luxury Vacation,Travel,0.6067556811419047,0.34858848521063057,Daily,Inactive,Credit Card
53,Female,Gujarat,High,Software Engineer,Rare,Credit Card,High,High,Frequent,Rural,Investing,Travel,0.6366139797156086,0.05076270881354272,Daily,Active,Credit Card
36,Female,Jaipur,Low,Executive,Frequent,Credit Card,Medium,Low,Frequent,Urban,Saving,Tech,0.8789521230821122,0.4177481193181434,Weekly,Active,Credit Card
43,Female,Hyderabad,Medium,Analyst,Occasional,Credit Card,Medium,Low,Rare,Urban,Investing,Tech,0.29591120665061976,0.644030141171886,Weekly,Active,Credit Card
20,Female,Hyderabad,Medium,Engineer,Frequent,Credit Card,Low,Low,Rare,Urban,Saving,Sports,0.7489481882526573,0.9190136315893924,Monthly,Active,Credit Card
36,Male,Hyderabad,Low,Executive,Occasional,Loan,Low,Low,Frequent,Urban,Saving,Sports,0.5983910639391692,0.6205304864960713,Daily,Active,Loan
37,Female,Delhi,High,Student,Occasional,Credit Card,High,Low,Rare,Urban,Investing,Tech,0.07606033095464015,0.8567430815559871,Weekly,Inactive,Credit Card
49,Female,Jaipur,High,Manager,Frequent,Credit Card,High,High,Occasional,Urban,Investing,Sports,0.41415468088197516,0.12157150667456507,Monthly,Active,Credit Card
24,Female,Hyderabad,High,Software Engineer,Frequent,Loan,High,Low,Rare,Suburban,Investing,Finance,0.8379515732657444,0.2105211675231342,Monthly,Inactive,Loan
58,Female,Jaipur,Medium,Executive,Occasional,Loan,High,High,Occasional,Urban,Investing,Travel,0.3153473889305859,0.9702928642145678,Daily,Inactive,Loan
50,Female,Hyderabad,Medium,Student,Rare,Loan,High,Low,Frequent,Suburban,Luxury Vacation,Travel,0.48226388331287595,0.8874006902564439,Monthly,Active,Loan
57,Female,Gujarat,Medium,Engineer,Occasional,Credit Card,Low,Medium,Occasional,Rural,Saving,Finance,0.4886385681536599,0.2352269530200255,Monthly,Active,Credit Card
56,Female,Gujarat,Medium,Engineer,Rare,Loan,Low,High,Frequent,Urban,Luxury Vacation,Tech,0.6180098668058626,0.6209738817975795,Monthly,Inactive,Loan
35,Male,Gujarat,Medium,Student,Rare,Credit Card,Medium,Low,Rare,Urban,Saving,Tech,0.8840178597901833,0.3626327585285325,Monthly,Inactive,Credit Card
57,Female,Mumbai,Low,Software Engineer,Rare,Credit Card,Low,High,Occasional,Suburban,Luxury Vacation,Sports,0.17353919878515645,0.46859850872883535,Monthly,Inactive,Credit Card
18,Female,Hyderabad,Medium,Student,Frequent,Loan,High,Low,Occasional,Urban,Luxury Vacation,Sports,0.5046168826401256,0.8608781490922901,Daily,Inactive,Loan
28,Female,Mumbai,High,Manager,Occasional,Credit Card,Low,Low,Occasional,Suburban,Saving,Tech,0.4242672592876121,0.7357126101330329,Daily,Inactive,Credit Card
45,Female,Jaipur,Medium,Engineer,Occasional,Credit Card,Low,High,Frequent,Suburban,Luxury Vacation,Sports,0.2959200901005964,0.23844256172009537,Daily,Active,Credit Card
42,Male,Mumbai,Low,Student,Rare,Loan,Low,Low,Frequent,Urban,Investing,Finance,0.9196081769537723,0.3159930746968824,Daily,Active,Loan
40,Male,Jaipur,High,Analyst,Rare,Loan,Medium,Low,Rare,Rural,Investing,Travel,0.008171092407713965,0.2897104598189978,Weekly,Active,Loan
48,Male,Jaipur,Low,Analyst,Rare,Loan,Medium,Low,Rare,Rural,Luxury Vacation,Finance,0.1221047926303771,0.7806627783407444,Daily,Inactive,Loan
47,Male,Jaipur,High,Student,Occasional,Loan,Low,Low,Frequent,Rural,Luxury Vacation,Travel,0.7333444499161096,0.49008842113683126,Daily,Active,Loan
59,Male,Mumbai,Medium,Manager,Rare,Loan,Low,Low,Rare,Suburban,Saving,Travel,0.26344160468691347,0.950724307024386,Daily,Active,Loan
52,Male,Hyderabad,Low,Engineer,Occasional,Loan,High,Low,Occasional,Suburban,Saving,Sports,0.7231792610922434,0.8166871772290509,Monthly,Inactive,Loan
24,Female,Mumbai,High,Analyst,Occasional,Loan,Medium,High,Occasional,Urban,Luxury Vacation,Sports,0.8322536107155628,0.21119443085458134,Monthly,Active,Loan
33,Male,Hyderabad,Medium,Student,Frequent,Loan,High,Medium,Occasional,Suburban,Saving,Travel,0.25461601683453017,0.7859427953545497,Monthly,Inactive,Loan
43,Male,Hyderabad,High,Student,Rare,Loan,High,Low,Rare,Rural,Investing,Sports,0.1919442878630242,0.5060793472139269,Daily,Inactive,Loan
19,Female,Jaipur,Low,Executive,Rare,Loan,Low,High,Occasional,Urban,Investing,Finance,0.14530063268115778,0.253710126180705,Weekly,Inactive,Loan
18,Male,Mumbai,Low,Student,Rare,Credit Card,Low,Medium,Occasional,Rural,Investing,Tech,0.20008861088244623,0.36333174281789005,Weekly,Active,Credit Card
29,Female,Hyderabad,Low,Manager,Frequent,Credit Card,Low,High,Frequent,Urban,Saving,Sports,0.2671853891171916,0.9721261167433362,Daily,Inactive,Credit Card
22,Female,Gujarat,Low,Analyst,Rare,Credit Card,High,Medium,Frequent,Rural,Saving,Sports,0.8687498165405088,0.4839614425841249,Weekly,Active,Credit Card
54,Male,Hyderabad,Medium,Executive,Occasional,Loan,High,Medium,Rare,Urban,Saving,Sports,0.7700044132524325,0.719605849610663,Weekly,Inactive,Loan
49,Female,Gujarat,High,Analyst,Rare,Credit Card,High,Medium,Frequent,Rural,Saving,Tech,0.0018443169182416064,0.4770852951627721,Daily,Active,Credit Card
26,Male,Mumbai,Medium,Analyst,Occasional,Credit Card,Low,High,Rare,Suburban,Luxury Vacation,Finance,0.8741191420980978,0.37155727384611925,Monthly,Inactive,Credit Card
58,Male,Mumbai,Low,Manager,Occasional,Credit Card,Low,Medium,Rare,Rural,Luxury Vacation,Travel,0.07881229970197767,0.7964200182593585,Weekly,Active,Credit Card
52,Female,Mumbai,High,Student,Occasional,Credit Card,Low,Low,Frequent,Urban,Luxury Vacation,Finance,0.6552656175468727,0.8483243517750629,Monthly,Inactive,Credit Card
36,Female,Hyderabad,Low,Manager,Occasional,Credit Card,High,Low,Frequent,Rural,Luxury Vacation,Sports,0.15147476821682637,0.07188916566587034,Daily,Active,Credit Card
33,Male,Delhi,Medium,Student,Rare,Loan,High,Medium,Rare,Suburban,Investing,Tech,0.06227581051095621,0.27897758913166626,Monthly,Active,Loan
20,Female,Hyderabad,Medium,Executive,Frequent,Loan,Medium,Medium,Rare,Urban,Saving,Finance,0.7597706975211778,0.5078710476308806,Weekly,Active,Loan
37,Female,Hyderabad,Medium,Manager,Frequent,Loan,Low,Low,Rare,Suburban,Investing,Sports,0.467203113855843,0.31649774744443315,Monthly,Inactive,Loan
41,Male,Jaipur,High,Manager,Occasional,Credit Card,High,High,Occasional,Rural,Saving,Sports,0.5990625133111591,0.7835830049607534,Monthly,Inactive,Credit Card
50,Male,Jaipur,High,Software Engineer,Rare,Credit Card,Medium,High,Occasional,Urban,Luxury Vacation,Travel,0.4253530187974589,0.11473336074886864,Monthly,Active,Credit Card
41,Female,Hyderabad,Low,Engineer,Frequent,Loan,High,Low,Frequent,Rural,Investing,Tech,0.06717186250784213,0.7977982862865732,Daily,Active,Loan
28,Male,Gujarat,High,Manager,Rare,Loan,High,High,Occasional,Urban,Saving,Travel,0.7396181662869746,0.6178864171948737,Daily,Active,Loan
25,Male,Jaipur,High,Software Engineer,Frequent,Loan,Low,High,Occasional,Suburban,Luxury Vacation,Finance,0.8203511211688266,0.289367718537483,Daily,Inactive,Loan
53,Male,Hyderabad,Medium,Engineer,Occasional,Credit Card,Medium,Medium,Rare,Suburban,Saving,Travel,0.041420543088700246,0.3444546884411791,Daily,Active,Credit Card
55,Male,Delhi,Low,Student,Occasional,Loan,High,High,Occasional,Suburban,Saving,Finance,0.37571719698393935,0.18289915509320143,Monthly,Inactive,Loan
57,Male,Gujarat,Medium,Student,Occasional,Loan,Medium,Low,Frequent,Rural,Luxury Vacation,Sports,0.55731653707016,0.2525734002981378,Weekly,Active,Loan
37,Male,Mumbai,Low,Student,Frequent,Loan,Medium,High,Occasional,Urban,Investing,Tech,0.6051834227669173,0.7172688689824964,Monthly,Inactive,Loan
52,Male,Hyderabad,Low,Software Engineer,Rare,Loan,Low,Medium,Occasional,Suburban,Saving,Tech,0.5781529411412988,0.375884140541193,Monthly,Active,Loan
42,Female,Hyderabad,High,Software Engineer,Occasional,Loan,Medium,Low,Occasional,Rural,Luxury Vacation,Sports,0.6929406539021294,0.6874841386870489,Monthly,Inactive,Loan
52,Male,Gujarat,Medium,Engineer,Rare,Credit Card,Low,Low,Frequent,Rural,Saving,Tech,0.9668162024195229,0.5141075411017481,Weekly,Inactive,Credit Card
